timestamp,packet_rate,flow_count,byte_rate,switch_count
2026-01-01 04:00:00,76.90738,60.809658,114694.37,4.0
2026-01-01 04:05:00,80.67841,66.54135,118411.75,4.0
2026-01-01 04:10:00,86.032936,71.662315,127742.22,4.0
2026-01-01 04:15:00,85.878555,77.18134,129120.51,4.0
2026-01-01 04:20:00,86.41214,69.87034,128044.46,4.0
2026-01-01 04:25:00,82.18447,61.00893,124373.83,4.0
2026-01-01 04:30:00,76.4593,65.16727,115094.78,4.0
2026-01-01 04:35:00,73.27188,60.305676,111567.99,4.0
2026-01-01 04:40:00,69.5521,54.68982,106199.625,4.0
2026-01-01 04:45:00,66.92218,51.53537,100930.81,4.0
2026-01-01 04:50:00,67.89559,51.22529,101057.48,4.0
2026-01-01 04:55:00,73.70823,55.7093,108707.92,4.0
2026-01-01 05:00:00,80.656,58.42247,119313.2,4.0
2026-01-01 05:05:00,84.52228,72.44537,128549.07,4.0
2026-01-01 05:10:00,87.342834,72.04826,129322.72,4.0
2026-01-01 05:15:00,90.56843,72.92003,135438.2,4.0
2026-01-01 05:20:00,89.17571,68.236824,134768.36,4.0
2026-01-01 05:25:00,85.98743,74.23678,127907.37,4.0
2026-01-01 05:30:00,80.49324,57.291416,121860.02,4.0
2026-01-01 05:35:00,75.77459,59.96471,113399.6,4.0
2026-01-01 05:40:00,72.0247,62.530487,108057.18,4.0
2026-01-01 05:45:00,69.52726,45.65867,103805.055,4.0
2026-01-01 05:50:00,69.74391,56.67538,103498.88,4.0
2026-01-01 05:55:00,74.542725,56.333397,112310.41,4.0
2026-01-01 06:00:00,81.17693,65.547356,122138.1,4.0
2026-01-01 06:05:00,84.68485,65.875626,127567.94,4.0
2026-01-01 06:10:00,88.56024,73.81665,133656.89,4.0
2026-01-01 06:15:00,88.844986,77.23871,132643.48,4.0
2026-01-01 06:20:00,88.07101,83.02344,132478.7,4.0
2026-01-01 06:25:00,84.8896,67.34468,128042.555,4.0
2026-01-01 06:30:00,80.31391,67.94099,120690.12,4.0
2026-01-01 06:35:00,74.27119,61.127716,110804.97,4.0
2026-01-01 06:40:00,70.43544,58.42876,105820.72,4.0
2026-01-01 06:45:00,70.34673,63.656387,103334.81,4.0
2026-01-01 06:50:00,71.0359,53.407745,106742.414,4.0
2026-01-01 06:55:00,74.671936,57.94612,110706.92,4.0
2026-01-01 07:00:00,80.590096,63.594707,120715.766,4.0
2026-01-01 07:05:00,83.381424,61.780895,124465.39,4.0
2026-01-01 07:10:00,87.30875,69.83962,130823.625,4.0
2026-01-01 07:15:00,89.04607,74.5267,131828.56,4.0
2026-01-01 07:20:00,86.06753,72.99583,129618.56,4.0
2026-01-01 07:25:00,83.27828,65.7035,125640.18,4.0
2026-01-01 07:30:00,77.82858,67.973045,115577.11,4.0
2026-01-01 07:35:00,75.327644,49.893204,111441.32,4.0
2026-01-01 07:40:00,68.72085,66.60359,101982.85,4.0
2026-01-01 07:45:00,68.15612,57.36118,102788.305,4.0
2026-01-01 07:50:00,68.874016,52.947033,103056.625,4.0
2026-01-01 07:55:00,70.24024,58.5027,104967.74,4.0
2026-01-01 08:00:00,88.04654,69.6733,131731.64,4.0
2026-01-01 08:05:00,80.99137,54.347008,120628.06,4.0
2026-01-01 08:10:00,85.31733,68.488396,128120.47,4.0
2026-01-01 08:15:00,85.331,72.822334,129323.81,4.0
2026-01-01 08:20:00,83.413666,71.5499,124037.87,4.0
2026-01-01 08:25:00,79.010254,64.46669,118951.5,4.0
2026-01-01 08:30:00,72.578636,62.85177,108625.75,4.0
2026-01-01 08:35:00,67.53902,56.208412,101058.15,4.0
2026-01-01 08:40:00,62.802765,51.35509,95393.83,4.0
2026-01-01 08:45:00,61.557148,45.800755,93137.83,4.0
2026-01-01 08:50:00,84.63327,65.97056,126770.43,4.0
2026-01-01 08:55:00,100.81108,79.36706,151957.44,4.0
2026-01-01 09:00:00,70.87614,58.1283,104408.2,4.0
2026-01-01 09:05:00,76.110016,64.90378,111780.99,4.0
2026-01-01 09:10:00,79.17319,60.266415,117868.79,4.0
2026-01-01 09:15:00,80.39043,57.353535,119392.05,4.0
2026-01-01 09:20:00,77.021065,68.81566,115102.0,4.0
2026-01-01 09:25:00,74.9499,55.116814,113378.234,4.0
2026-01-01 09:30:00,66.969666,56.026207,100057.71,4.0
2026-01-01 09:35:00,62.406475,51.191097,94361.79,4.0
2026-01-01 09:40:00,58.64213,45.19203,88692.95,4.0
2026-01-01 09:45:00,57.54425,49.07269,84378.03,4.0
2026-01-01 09:50:00,58.956043,41.126686,88965.86,4.0
2026-01-01 09:55:00,82.35526,74.03786,124532.21,4.0
2026-01-01 10:00:00,66.53592,66.40312,100872.766,4.0
2026-01-01 10:05:00,68.72149,61.131763,102816.94,4.0
2026-01-01 10:10:00,73.82508,55.009613,110661.984,4.0
2026-01-01 10:15:00,74.41032,47.899815,111605.234,4.0
2026-01-01 10:20:00,69.06653,57.64004,103372.53,4.0
2026-01-01 10:25:00,66.98694,47.12269,99300.66,4.0
2026-01-01 10:30:00,62.20854,47.701035,92360.72,4.0
2026-01-01 10:35:00,55.484726,52.001892,83701.086,4.0
2026-01-01 10:40:00,50.642525,48.63243,75680.75,4.0
2026-01-01 10:45:00,51.88636,50.167416,77799.35,4.0
2026-01-01 10:50:00,50.60196,40.97364,76864.24,4.0
2026-01-01 10:55:00,53.664276,47.41442,80441.78,4.0
2026-01-01 11:00:00,56.587578,35.312847,83608.23,4.0
2026-01-01 11:05:00,61.651215,41.8252,94552.83,4.0
2026-01-01 11:10:00,64.3896,50.0707,96155.85,4.0
2026-01-01 11:15:00,67.06669,57.859833,100113.64,4.0
2026-01-01 11:20:00,64.51033,49.476204,96920.61,4.0
2026-01-01 11:25:00,59.13014,51.3174,88424.234,4.0
2026-01-01 11:30:00,54.614285,37.923656,81729.67,4.0
2026-01-01 11:35:00,48.151485,39.031345,71528.5,4.0
2026-01-01 11:40:00,44.32891,38.21254,67334.836,4.0
2026-01-01 11:45:00,42.33286,37.65331,64487.14,4.0
2026-01-01 11:50:00,43.210594,32.310673,66505.51,4.0
2026-01-01 11:55:00,46.0971,37.020992,70982.75,4.0
2026-01-01 12:00:00,50.56505,32.748333,73742.516,4.0
2026-01-01 12:05:00,55.74636,44.071667,84100.98,4.0
2026-01-01 12:10:00,58.138237,51.918983,85895.04,4.0
2026-01-01 12:15:00,57.848003,44.96395,87930.64,4.0
2026-01-01 12:20:00,56.09563,41.13684,84338.21,4.0
2026-01-01 12:25:00,53.113163,46.397667,78811.695,4.0
2026-01-01 12:30:00,46.346638,48.503353,68255.79,4.0
2026-01-01 12:35:00,40.21328,43.036976,59537.21,4.0
2026-01-01 12:40:00,35.65116,29.828043,52544.06,4.0
2026-01-01 12:45:00,34.57333,31.511179,53061.977,4.0
2026-01-01 12:50:00,34.145702,35.50971,51161.92,4.0
2026-01-01 12:55:00,39.30922,32.65386,57840.41,4.0
2026-01-01 13:00:00,41.35361,35.38946,62326.88,4.0
2026-01-01 13:05:00,48.240196,36.97732,72638.79,4.0
2026-01-01 13:10:00,49.51185,51.449352,74012.75,4.0
2026-01-01 13:15:00,49.43908,43.14503,75285.22,4.0
2026-01-01 13:20:00,48.748825,37.66271,73594.0,4.0
2026-01-01 13:25:00,43.33482,31.791187,65393.29,4.0
2026-01-01 13:30:00,38.71587,21.68665,56131.277,4.0
2026-01-01 13:35:00,32.503056,18.09984,48320.965,4.0
2026-01-01 13:40:00,29.770271,20.185469,45223.297,4.0
2026-01-01 13:45:00,27.033089,26.268108,40833.2,4.0
2026-01-01 13:50:00,26.464787,22.802395,39696.227,4.0
2026-01-01 13:55:00,30.1403,17.838224,45816.22,4.0
2026-01-01 14:00:00,35.872948,24.06577,54178.016,4.0
2026-01-01 14:05:00,40.892895,34.12233,62063.07,4.0
2026-01-01 14:10:00,42.665993,42.50017,64311.54,4.0
2026-01-01 14:15:00,42.459496,28.457798,64369.402,4.0
2026-01-01 14:20:00,42.678997,36.43788,64648.355,4.0
2026-01-01 14:25:00,38.134274,28.28026,57117.633,4.0
2026-01-01 14:30:00,33.217697,24.492065,49795.445,4.0
2026-01-01 14:35:00,26.687506,15.4828615,40108.785,4.0
2026-01-01 14:40:00,21.711521,20.501696,31322.977,4.0
2026-01-01 14:45:00,20.913513,14.299362,29825.443,4.0
2026-01-01 14:50:00,21.576368,15.5034485,32868.223,4.0
2026-01-01 14:55:00,23.858734,24.008629,36345.4,4.0
2026-01-01 15:00:00,29.165436,28.514872,43722.55,4.0
2026-01-01 15:05:00,33.315056,23.00295,50328.133,4.0
2026-01-01 15:10:00,37.467472,31.458675,56857.562,4.0
2026-01-01 15:15:00,38.119812,35.027184,57615.363,4.0
2026-01-01 15:20:00,34.81133,26.931805,52777.492,4.0
2026-01-01 15:25:00,30.636044,27.860859,44657.977,4.0
2026-01-01 15:30:00,26.29559,19.443657,41089.207,4.0
2026-01-01 15:35:00,21.026482,15.090365,31863.072,4.0
2026-01-01 15:40:00,17.71416,9.510421,27506.883,4.0
2026-01-01 15:45:00,15.758216,21.166544,24221.898,4.0
2026-01-01 15:50:00,17.686687,11.727552,25499.203,4.0
2026-01-01 15:55:00,19.07645,11.255172,27928.332,4.0
2026-01-01 16:00:00,23.686953,13.722668,35005.535,4.0
2026-01-01 16:05:00,27.931383,22.767687,43045.957,4.0
2026-01-01 16:10:00,32.993336,21.309917,48527.48,4.0
2026-01-01 16:15:00,33.31057,23.085707,48712.86,4.0
2026-01-01 16:20:00,29.813417,27.845518,45149.375,4.0
2026-01-01 16:25:00,27.939821,24.595438,43662.492,4.0
2026-01-01 16:30:00,22.747583,11.471485,33279.727,4.0
2026-01-01 16:35:00,17.094418,17.299654,27075.16,4.0
2026-01-01 16:40:00,13.645622,11.080439,21214.799,4.0
2026-01-01 16:45:00,10.572861,14.144094,15437.736,4.0
2026-01-01 16:50:00,14.571269,18.746964,20534.256,4.0
2026-01-01 16:55:00,16.781763,5.382041,24835.357,4.0
2026-01-01 17:00:00,19.452526,19.385174,28387.74,4.0
2026-01-01 17:05:00,26.058842,29.021132,40288.582,4.0
2026-01-01 17:10:00,29.984095,25.03552,44942.688,4.0
2026-01-01 17:15:00,29.67051,27.177492,44987.04,4.0
2026-01-01 17:20:00,29.857653,25.010971,45274.2,4.0
2026-01-01 17:25:00,27.23908,26.688389,40218.742,4.0
2026-01-01 17:30:00,19.822285,17.775278,29805.662,4.0
2026-01-01 17:35:00,15.817749,2.542337,24727.826,4.0
2026-01-01 17:40:00,11.874504,8.893593,17735.771,4.0
2026-01-01 17:45:00,11.2455225,8.067357,16602.545,4.0
2026-01-01 17:50:00,11.473457,12.747687,17900.506,4.0
2026-01-01 17:55:00,14.155422,17.20857,19932.947,4.0
2026-01-01 18:00:00,21.120182,15.757795,29476.86,4.0
2026-01-01 18:05:00,24.216879,13.249122,36613.344,4.0
2026-01-01 18:10:00,30.71567,26.103613,47097.875,4.0
2026-01-01 18:15:00,30.844002,20.79546,48067.8,4.0
2026-01-01 18:20:00,28.395521,19.686111,42789.562,4.0
2026-01-01 18:25:00,26.507961,33.11683,40586.164,4.0
2026-01-01 18:30:00,20.469465,12.986944,32022.307,4.0
2026-01-01 18:35:00,15.350749,4.4562254,23057.53,4.0
2026-01-01 18:40:00,11.338644,12.08878,16366.713,4.0
2026-01-01 18:45:00,8.923263,10.673861,12640.752,4.0
2026-01-01 18:50:00,12.881258,14.697944,19027.23,4.0
2026-01-01 18:55:00,14.4586115,15.766147,23137.307,4.0
2026-01-01 19:00:00,20.45693,17.093576,31617.648,4.0
2026-01-01 19:05:00,26.86035,22.268831,40071.926,4.0
2026-01-01 19:10:00,29.778069,28.520254,45912.688,4.0
2026-01-01 19:15:00,31.980247,33.62717,48423.15,4.0
2026-01-01 19:20:00,29.48778,17.286592,44014.56,4.0
2026-01-01 19:25:00,26.924305,18.497984,40563.496,4.0
2026-01-01 19:30:00,22.681,21.284462,34424.074,4.0
2026-01-01 19:35:00,16.824183,14.733779,25373.014,4.0
2026-01-01 19:40:00,16.072876,3.9054608,25850.338,4.0
2026-01-01 19:45:00,12.693394,7.2883773,18890.324,4.0
2026-01-01 19:50:00,16.345839,14.590091,23136.352,4.0
2026-01-01 19:55:00,18.769392,15.07849,28466.643,4.0
2026-01-01 20:00:00,22.690762,16.3579,33744.684,4.0
2026-01-01 20:05:00,28.456743,34.485733,41342.473,4.0
2026-01-01 20:10:00,33.77659,26.896814,51329.27,4.0
2026-01-01 20:15:00,36.331688,30.220594,50889.867,4.0
2026-01-01 20:20:00,36.09947,29.544401,54437.695,4.0
2026-01-01 20:25:00,31.17988,26.002237,44400.56,4.0
2026-01-01 20:30:00,25.268156,20.403156,37907.39,4.0
2026-01-01 20:35:00,22.12895,7.2913313,33746.914,4.0
2026-01-01 20:40:00,17.781199,9.273934,27403.916,4.0
2026-01-01 20:45:00,18.085997,12.894511,27937.469,4.0
2026-01-01 20:50:00,18.529951,18.88756,26740.268,4.0
2026-01-01 20:55:00,64.7578,50.30988,97326.45,4.0
2026-01-01 21:00:00,30.355652,20.12764,44832.418,4.0
2026-01-01 21:05:00,34.281193,32.14657,50663.043,4.0
2026-01-01 21:10:00,38.69621,37.712433,57934.117,4.0
2026-01-01 21:15:00,41.47133,25.513426,61786.094,4.0
2026-01-01 21:20:00,41.51147,33.693813,61230.965,4.0
2026-01-01 21:25:00,37.199375,16.408659,56120.99,4.0
2026-01-01 21:30:00,32.09816,24.121428,48695.76,4.0
2026-01-01 21:35:00,27.982584,31.808237,41112.703,4.0
2026-01-01 21:40:00,24.09767,19.737867,35962.125,4.0
2026-01-01 21:45:00,23.630007,11.998615,35277.78,4.0
2026-01-01 21:50:00,25.62762,13.719834,38290.36,4.0
2026-01-01 21:55:00,28.913177,18.467361,43313.05,4.0
2026-01-01 22:00:00,35.285175,24.869757,53216.348,4.0
2026-01-01 22:05:00,41.20244,23.498049,62971.5,4.0
2026-01-01 22:10:00,45.590813,38.118958,68516.38,4.0
2026-01-01 22:15:00,47.43566,40.667885,70643.445,4.0
2026-01-01 22:20:00,44.910683,34.177505,67353.984,4.0
2026-01-01 22:25:00,44.41586,45.76129,65560.74,4.0
2026-01-01 22:30:00,39.93578,29.801252,59006.496,4.0
2026-01-01 22:35:00,34.301712,33.45536,51884.984,4.0
2026-01-01 22:40:00,31.80665,18.506811,44580.203,4.0
2026-01-01 22:45:00,30.413261,25.830338,45403.133,4.0
2026-01-01 22:50:00,33.34453,28.925877,50944.844,4.0
2026-01-01 22:55:00,36.065857,25.299711,54502.777,4.0
2026-01-01 23:00:00,43.85389,35.919224,66641.39,4.0
2026-01-01 23:05:00,48.84863,35.475086,73608.86,4.0
2026-01-01 23:10:00,53.170498,40.97682,81747.82,4.0
2026-01-01 23:15:00,54.321236,42.04245,80250.94,4.0
2026-01-01 23:20:00,52.31819,34.82744,78592.87,4.0
2026-01-01 23:25:00,51.601234,43.895435,78129.3,4.0
2026-01-01 23:30:00,44.986652,38.949238,67058.06,4.0
2026-01-01 23:35:00,42.912968,32.463596,65548.15,4.0
2026-01-01 23:40:00,38.236946,31.799738,57959.99,4.0
2026-01-01 23:45:00,36.73586,24.789862,53611.984,4.0
2026-01-01 23:50:00,40.318165,25.992928,60839.37,4.0
2026-01-01 23:55:00,45.815353,34.652607,69331.18,4.0
2026-01-02 00:00:00,49.322395,42.91302,75616.234,4.0
2026-01-02 00:05:00,57.54248,45.65684,86134.305,4.0
2026-01-02 00:10:00,60.915577,46.54,91932.31,4.0
2026-01-02 00:15:00,62.409855,51.60616,93872.43,4.0
2026-01-02 00:20:00,61.1313,44.325714,91134.74,4.0
2026-01-02 00:25:00,58.193108,40.423187,86940.48,4.0
2026-01-02 00:30:00,54.639954,41.948353,79767.09,4.0
2026-01-02 00:35:00,50.704742,36.31354,75584.375,4.0
2026-01-02 00:40:00,46.251694,31.053614,70948.68,4.0
2026-01-02 00:45:00,45.343197,40.79428,67842.3,4.0
2026-01-02 00:50:00,47.917107,49.348717,72720.21,4.0
2026-01-02 00:55:00,53.823204,35.285503,80962.625,4.0
2026-01-02 01:00:00,56.847683,43.398678,85695.96,4.0
2026-01-02 01:05:00,64.83835,52.742985,99251.86,4.0
2026-01-02 01:10:00,68.02571,45.81754,101630.055,4.0
2026-01-02 01:15:00,68.29344,53.520958,102024.734,4.0
2026-01-02 01:20:00,128.60628,102.13448,193996.72,4.0
2026-01-02 01:25:00,66.78781,55.83005,100101.2,4.0
2026-01-02 01:30:00,63.588318,47.006996,95109.875,4.0
2026-01-02 01:35:00,56.062027,42.02704,85046.8,4.0
2026-01-02 01:40:00,51.50712,46.06305,77519.234,4.0
2026-01-02 01:45:00,52.26811,43.911606,78250.9,4.0
2026-01-02 01:50:00,56.63262,48.945965,84607.24,4.0
2026-01-02 01:55:00,57.946922,37.587143,86077.31,4.0
2026-01-02 02:00:00,66.80926,50.105762,98665.84,4.0
2026-01-02 02:05:00,72.091,65.25413,109248.0,4.0
2026-01-02 02:10:00,75.28428,59.80772,112502.2,4.0
2026-01-02 02:15:00,76.35574,60.455967,112829.984,4.0
2026-01-02 02:20:00,76.23881,60.57978,116141.484,4.0
2026-01-02 02:25:00,73.66737,66.783875,110587.734,4.0
2026-01-02 02:30:00,69.03932,51.500393,103581.33,4.0
2026-01-02 02:35:00,65.836365,56.0264,97167.18,4.0
2026-01-02 02:40:00,60.683273,49.866306,91605.984,4.0
2026-01-02 02:45:00,62.846035,43.44578,93737.945,4.0
2026-01-02 02:50:00,60.45217,46.86867,90149.414,4.0
2026-01-02 02:55:00,64.3911,47.343925,97000.46,4.0
2026-01-02 03:00:00,71.73348,51.02055,107720.97,4.0
2026-01-02 03:05:00,76.76155,67.391304,114170.195,4.0
2026-01-02 03:10:00,81.13723,58.81002,120281.55,4.0
2026-01-02 03:15:00,82.34513,69.62263,123683.06,4.0
2026-01-02 03:20:00,80.85942,60.379463,121367.73,4.0
2026-01-02 03:25:00,79.33987,70.258965,121615.83,4.0
2026-01-02 03:30:00,71.667534,55.234966,105253.41,4.0
2026-01-02 03:35:00,68.72274,56.656483,103231.34,4.0
2026-01-02 03:40:00,67.0328,50.794834,98926.15,4.0
2026-01-02 03:45:00,64.37625,40.665882,96149.62,4.0
2026-01-02 03:50:00,67.367165,45.556026,100623.09,4.0
2026-01-02 03:55:00,70.1821,46.655373,105815.15,4.0
2026-01-02 04:00:00,75.860916,61.957855,114361.34,4.0
2026-01-02 04:05:00,82.21372,65.62767,124685.38,4.0
2026-01-02 04:10:00,84.330734,70.43798,126742.66,4.0
2026-01-02 04:15:00,87.99046,66.99643,132970.92,4.0
2026-01-02 04:20:00,86.235405,58.13184,130728.805,4.0
2026-01-02 04:25:00,84.056786,73.75502,126343.22,4.0
2026-01-02 04:30:00,78.26653,67.563034,118574.31,4.0
2026-01-02 04:35:00,72.23375,59.65654,108563.63,4.0
2026-01-02 04:40:00,71.602516,62.836388,107396.84,4.0
2026-01-02 04:45:00,67.76696,53.705612,101006.16,4.0
2026-01-02 04:50:00,70.0701,57.38196,105487.195,4.0
2026-01-02 04:55:00,75.1059,56.56655,113001.78,4.0
2026-01-02 05:00:00,77.44585,56.603188,116525.03,4.0
2026-01-02 05:05:00,85.92893,60.859737,130033.555,4.0
2026-01-02 05:10:00,87.14825,65.954796,131629.5,4.0
2026-01-02 05:15:00,89.31956,84.7655,132504.83,4.0
2026-01-02 05:20:00,88.845345,63.474907,131812.55,4.0
2026-01-02 05:25:00,84.96214,63.28141,127566.62,4.0
2026-01-02 05:30:00,80.88652,65.27453,120353.56,4.0
2026-01-02 05:35:00,73.57588,70.847984,110267.984,4.0
2026-01-02 05:40:00,72.30904,52.59879,107552.266,4.0
2026-01-02 05:45:00,71.10001,53.73686,106746.56,4.0
2026-01-02 05:50:00,72.69842,61.51626,108028.92,4.0
2026-01-02 05:55:00,73.7622,62.08446,111045.1,4.0
2026-01-02 06:00:00,113.82498,87.58738,169667.66,4.0
2026-01-02 06:05:00,85.01148,63.83928,127653.05,4.0
2026-01-02 06:10:00,87.63287,72.3458,129762.46,4.0
2026-01-02 06:15:00,88.4948,69.276764,131611.83,4.0
2026-01-02 06:20:00,88.52463,72.257164,133492.75,4.0
2026-01-02 06:25:00,85.420784,67.489914,129413.234,4.0
2026-01-02 06:30:00,82.908325,68.08331,125273.875,4.0
2026-01-02 06:35:00,75.56652,62.72729,114107.62,4.0
2026-01-02 06:40:00,73.00425,48.664524,110987.96,4.0
2026-01-02 06:45:00,69.748405,53.483635,105588.2,4.0
2026-01-02 06:50:00,71.55819,58.915043,105806.47,4.0
2026-01-02 06:55:00,74.36513,63.544994,112501.0,4.0
2026-01-02 07:00:00,82.0329,63.966415,123986.85,4.0
2026-01-02 07:05:00,83.48891,57.568375,123360.32,4.0
2026-01-02 07:10:00,87.09579,75.92221,129970.41,4.0
2026-01-02 07:15:00,89.579445,75.94181,135948.19,4.0
2026-01-02 07:20:00,87.43451,70.47493,131022.2,4.0
2026-01-02 07:25:00,82.91307,64.0079,123228.84,4.0
2026-01-02 07:30:00,79.05476,66.24538,119445.734,4.0
2026-01-02 07:35:00,72.797195,55.963,108920.25,4.0
2026-01-02 07:40:00,68.86079,59.468678,102904.85,4.0
2026-01-02 07:45:00,67.51776,62.99799,102150.33,4.0
2026-01-02 07:50:00,66.59795,50.84021,100300.71,4.0
2026-01-02 07:55:00,70.091545,59.97545,105019.26,4.0
2026-01-02 08:00:00,77.45166,58.685596,116508.43,4.0
2026-01-02 08:05:00,80.35539,69.4211,120358.23,4.0
2026-01-02 08:10:00,84.21505,66.139404,127236.48,4.0
2026-01-02 08:15:00,86.94353,76.79397,128998.03,4.0
2026-01-02 08:20:00,83.53495,65.43962,125109.91,4.0
2026-01-02 08:25:00,79.372246,59.00922,118644.86,4.0
2026-01-02 08:30:00,75.08668,58.397602,112935.64,4.0
2026-01-02 08:35:00,68.18927,53.436108,101157.22,4.0
2026-01-02 08:40:00,65.91601,53.91454,100373.86,4.0
2026-01-02 08:45:00,63.823753,49.414646,94993.83,4.0
2026-01-02 08:50:00,65.682396,53.773354,99582.375,4.0
2026-01-02 08:55:00,66.37557,54.41607,100168.55,4.0
2026-01-02 09:00:00,72.97618,56.24375,109679.0,4.0
2026-01-02 09:05:00,76.69649,62.999207,115291.15,4.0
2026-01-02 09:10:00,78.000595,59.46927,115144.234,4.0
2026-01-02 09:15:00,77.5832,72.06563,115870.63,4.0
2026-01-02 09:20:00,77.54585,63.532303,119569.695,4.0
2026-01-02 09:25:00,74.471054,62.638466,111919.66,4.0
2026-01-02 09:30:00,69.10219,54.305035,104064.04,4.0
2026-01-02 09:35:00,63.08321,46.863586,92706.65,4.0
2026-01-02 09:40:00,58.90091,51.300728,88108.016,4.0
2026-01-02 09:45:00,56.946114,47.20632,85062.484,4.0
2026-01-02 09:50:00,58.89595,34.05042,87603.38,4.0
2026-01-02 09:55:00,59.53391,57.25537,89875.35,4.0
2026-01-02 10:00:00,65.67629,56.230156,98087.49,4.0
2026-01-02 10:05:00,69.015915,53.307415,102799.18,4.0
2026-01-02 10:10:00,72.016174,60.641098,106553.97,4.0
2026-01-02 10:15:00,74.85589,61.99293,111178.016,4.0
2026-01-02 10:20:00,70.76754,59.09045,105168.01,4.0
2026-01-02 10:25:00,67.35588,49.53205,100691.41,4.0
2026-01-02 10:30:00,63.853,51.43818,95284.664,4.0
2026-01-02 10:35:00,57.126217,47.211338,85062.54,4.0
2026-01-02 10:40:00,51.56138,47.408653,75658.29,4.0
2026-01-02 10:45:00,49.687813,40.26328,73526.09,4.0
2026-01-02 10:50:00,49.551716,41.79734,74455.375,4.0
2026-01-02 10:55:00,55.114517,39.540245,84130.85,4.0
2026-01-02 11:00:00,59.195923,47.69315,90394.53,4.0
2026-01-02 11:05:00,63.23818,54.9259,96857.016,4.0
2026-01-02 11:10:00,66.37228,49.67691,99821.73,4.0
2026-01-02 11:15:00,65.50118,50.460484,98196.305,4.0
2026-01-02 11:20:00,62.74579,45.377045,94752.83,4.0
2026-01-02 11:25:00,60.54924,41.66231,90465.72,4.0
2026-01-02 11:30:00,55.230343,39.88054,83648.27,4.0
2026-01-02 11:35:00,50.300053,43.051655,75289.29,4.0
2026-01-02 11:40:00,44.181526,34.114674,66549.14,4.0
2026-01-02 11:45:00,42.044342,29.348326,62337.33,4.0
2026-01-02 11:50:00,42.839066,45.166714,65223.145,4.0
2026-01-02 11:55:00,46.75619,33.896072,69149.23,4.0
2026-01-02 12:00:00,50.14991,43.2428,74588.734,4.0
2026-01-02 12:05:00,54.726315,45.445915,81753.34,4.0
2026-01-02 12:10:00,58.616726,48.134277,87088.6,4.0
